market,airlineAA,airlineDL,airlineUA,airlineAL,airlineLCC,airlineWN,marketdistance,fromcenterdistance,mindistance,changeincmarket,percapitaincmarket,marketsize,wrightamendmDAL,dallasmarket,marketpresenceAA,marketpresenceDL,marketpresenceUA,marketpresenceAL,marketpresenceLCC,marketpresenceWN,mindistancefromhubAA,mindistancefromhubDL,mindistancefromhubUA,mindistancefromhubAL,mindistancefromhubLCC,mindistancefromhubWN
BOSDAY,0,0,1,1,0,0,0.708999991,1.509132266,0.488609225,2.549999952,3.585088968,1.935471654,0,0,0.470588267,0.529936969,0.287815124,0.432247907,0.174894959,0,0.55648464,0.147259414,0.55648464,0,0,0.091480419
BOSDCA,1,1,0,1,0,0,0.398999989,1.877836227,0.234365851,4.900000095,4.250115395,4.667253971,0,0,0.464331746,0.565846801,0.30475986,0.439673662,0.07596761,0,2.694151163,1.906510949,2.694151163,0,0,0
BOSDEN,1,1,1,1,1,0,1.753999949,1.843351126,0.446166456,4.699999809,4.105118275,3.341717243,0,0,0.534471512,0.581370592,0.515179336,0.414871573,0.118801042,0,0,0.034879677,0,0,0,0
BOSDFW,1,1,1,1,1,0,1.562000036,1.582804441,0.114111654,3.599999905,3.842496395,4.867418766,0,1,0.628913999,0.631563425,0.323984385,0.353128523,0.151180223,0,0,0,0.066052541,0,0,0.013234782
BOSDSM,1,0,1,1,0,0,1.164999962,1.39218533,0.488609225,3.400000095,3.702539444,1.574198604,0,0,0.64915967,0.330532223,0.525910378,0.485294104,0.05882353,0,0,0.07555408,0,0,0,0
BOSELP,1,1,0,1,0,0,2.066999912,2.062257767,0.461784184,5.050000191,3.110108614,1.744939208,0,0,0.563994884,0.406722695,0.180672273,0.34641242,0.060892053,0.269230783,0.014875334,0,0.014875334,0,0,0.009030486
BOSFAT,0,0,0,0,0,0,2.592999935,2.668679714,0.363053024,4.400000095,3.268671513,1.899441957,0,0,0.64915967,0.306722701,0.180672273,0.235294119,0.107142858,0,0,0.023360481,0,0,0,0
BOSFLL,1,1,0,1,1,0,1.236999989,2.147266626,0.211625397,3.849999905,3.728812218,4.760204315,0,0,0.449284971,0.710231483,0.206988066,0.45934689,0.172858611,0.157894731,0.654670656,0.23372893,0.654670656,0.023624504,0.000873143,0.047439661
BOSFNT,0,0,0,1,0,0,0.648999989,1.634980679,0.425908625,2.400000095,3.850267172,4.450983524,0,0,0.256302536,0.306722701,0.180672273,0.704991102,0.225490198,0,0.674132288,0.578831673,0.674132288,0.055874631,0,0.26392749
BOSFWA,0,0,0,1,0,0,0.739000022,1.494350672,0.488609225,1.899999976,3.557168722,1.320902467,0,0,0.414197266,0.438301653,0.259619653,0.577399373,0.05882353,0,0.380739212,0.198800832,0.380739212,0,0,0.130662471
BOSGEG,0,0,1,1,0,0,2.273999929,2.592524052,0.488609225,2.549999952,3.437731981,1.368547916,0,0,0.256302536,0.441338092,0.421056867,0.417986423,0.192307696,0.201923072,0.036254346,0.09392339,0.036254346,0.007517255,0,0.039270889
BOSGRR,0,0,1,1,0,0,0.74000001,1.565231204,0.411773503,3.5,3.565625429,1.822917223,0,0,0.429379463,0.36441502,0.421056867,0.706447959,0.05882353,0,0.3516289,0.37596187,0.3516289,0.013057564,0,0.21062094
BOSGSO,0,1,0,1,0,0,0.644999981,1.741399646,0.47392413,2.549999952,3.543576956,1.699190974,0,0,0.30532214,0.708683491,0.210084036,0.570028007,0.196078435,0,1.252350926,0.673138857,1.252350926,0,0,0.002960442
BOSGSP,0,1,0,1,0,0,0.79400003,1.648571968,0.413653493,2.25,3.470591784,1.586025953,0,0,0.343802541,0.744222701,0.180672273,0.464390755,0.05882353,0,0.81491065,0.343353808,0.81491065,0,0,0
BOSHOU,1,1,0,0,1,0,1.608999968,1.721944809,0.236466587,4.900000095,3.902053833,4.632173061,0,0,0.410623521,0.49808073,0.180672273,0.235294119,0.206971675,0.296296299,0.122133583,0.0166442,0.124352396,0,0,0
BOSIAD,0,0,1,1,0,0,0.412999988,1.855346918,0.234365851,4.900000095,4.250115395,4.667253971,0,0,0.449635863,0.593389392,0.460672259,0.353557408,0.158823535,0,2.512851477,1.752386451,2.512851477,0,0,0.00256791
BOSICT,1,0,0,0,0,0,1.432999969,1.447738171,0.488609225,5.650000095,3.623090744,1.59569943,0,0,0.708683491,0.354341745,0.383053243,0.235294119,0.05882353,0,0.012004887,0.009809325,0.012004887,0,0,0.003519254
BOSIND,1,0,1,1,0,0,0.816999972,1.402818799,0.441090435,3.349999905,3.751767635,2.624280453,0,0,0.495432973,0.507809639,0.370889664,0.534207165,0.088463649,0.179347828,0.273794293,0.037825584,0.273794293,0.001343969,0,0.080116078
BOSISP,1,0,0,0,0,0,0.152999997,2.094356775,0.370246112,2.949999809,4.160019398,9.049969673,0,0,0.32526806,0.444653749,0.180672273,0.253839463,0.05882353,0.448275864,9.679717064,7.977915764,9.679717064,0.676384807,0,2.845447302
BOSJAN,0,1,0,0,0,0,1.253999949,1.497479558,0.488609225,4.050000191,3.450415134,1.490439534,0,0,0.285714298,0.757703066,0.210084036,0.382352948,0.05882353,0.14705883,0.229501337,0.024090586,0.229501337,0,0,0.001328074
BOSJAX,0,1,0,1,1,0,1.011000037,1.853131175,0.488609225,2.650000095,3.599218845,2.255292416,0,0,0.417222083,0.720515847,0.192166522,0.439534426,0.168018937,0.155172408,0.710100412,0.201695532,0.710100412,0.009788204,0,0.021305919
BOSJFK,1,1,1,0,0,0,0.187000006,2.058037996,0.11014735,2.949999809,4.160019398,9.049969673,0,0,0.648459435,0.581232548,0.278711498,0.30392158,0.127450988,0,7.56399107,6.150474072,7.56399107,0.182299688,0,1.953992844
BOSLAN,0,0,0,1,0,0,0.693000019,1.594044924,0.447526932,3.150000095,3.507637024,1.412060738,0,0,0.256302536,0.306722701,0.197913647,0.718052745,0.05882353,0,0.503259957,0.45379436,0.503259957,0.015820524,0,0.22728242
BOSLAX,1,1,1,1,1,0,2.611000061,2.647055864,0.183144793,4.050000191,3.734946012,7.455737114,0,0,0.570095658,0.603274465,0.449637771,0.455983758,0.082642719,0.168965518,0,0.012668289,0,0,0,0
BOSLEX,0,1,0,0,0,0,0.777999997,1.475870132,0.488609225,2.349999905,3.648979187,1.352145433,0,0,0.256302536,0.77969563,0.234726325,0.27583465,0.05882353,0,0.528999686,0.052253861,0.528999686,0,0,0.023061248
BOSLGA,0,1,0,1,0,0,0.185000002,2.053957224,0.11014735,2.949999809,4.160019398,9.049969673,0,0,0.53089273,0.564919412,0.352803409,0.456605613,0.124397293,0,7.618703842,6.207170486,7.618703842,0.170607775,0,1.99234128
BOSLIT,1,1,0,1,0,0,1.25999999,1.332373857,0.488609225,4.25,3.53355813,1.65295887,0,0,0.62751466,0.617328763,0.188248038,0.386809289,0.05882353,0.227272734,0.123947389,0.002211701,0.123947389,0.000878228,0,0.015377468
BOSMBS,0,0,0,1,0,0,0.666999996,1.648132801,0.425908625,1.5,3.404727697,0.963670492,0,0,0.256302536,0.306722701,0.341962576,0.70303607,0.05882353,0,0.627125144,0.59054029,0.627125144,0.091209948,0,0.283973604
BOSMCI,1,1,1,1,1,0,1.256000042,1.320986867,0.488609225,3.199999809,3.738807917,2.873134136,0,0,0.549095333,0.581497431,0.36085245,0.460519344,0.073851168,0.220720723,0.007489053,0.025071066,0.007489053,0,0,0
BOSMCO,1,1,1,1,1,0,1.121000051,1.973965883,0.472719043,3.449999809,3.48514533,2.749533892,0,0,0.497681856,0.651550293,0.32894814,0.455983758,0.148478702,0.155172408,0.667429805,0.202629536,0.667429805,0.015635019,0.000519861,0.032019012
BOSMDW,0,0,0,0,1,0,0.861000001,1.434668183,0.155067578,2.450000048,3.885418653,6.383507729,0,0,0.292016834,0.306722701,0.180672273,0.299579829,0.208823532,0.342857152,0.021207696,0.159989089,0.021207696,0,0,0
BOSMEM,0,1,0,1,1,0,1.139000058,1.314698339,0.488609225,4.25,3.617065668,2.321137667,0,0,0.387881488,0.583038449,0.226724908,0.610294104,0.190402478,0,0.189619035,0.011355433,0.189619035,0.004186294,0,0.01321596
BOSMIA,1,1,1,1,1,0,1.258000016,2.15827632,0.211625397,3.849999905,3.728812218,4.760204315,0,0,0.57488662,0.625306785,0.291291744,0.434855342,0.147319108,0,0.639309227,0.224416375,0.639309227,0.023146588,0.000985975,0.046324812
BOSMKE,1,1,1,1,1,0,0.860000014,1.499594212,0.488609225,3.449999809,3.818550825,2.582226992,0,0,0.478524745,0.479562223,0.353511781,0.618010163,0.171127707,0,0.082416341,0.241170764,0.082416341,0.007636847,0,0.091300644
BOSMLB,0,1,0,0,0,0,1.121999979,2.017729521,0.472719043,3.449999809,3.497340918,1.467816591,0,0,0.256302536,0.806722701,0.180672273,0.235294119,0.05882353,0,0.697853148,0.236738622,0.697853148,0.01934858,0.00073895,0.039637603
BOSMOB,0,1,0,0,0,0,1.248000026,1.63221097,0.488609225,2.650000095,3.227545023,1.331807375,0,0,0.256302536,0.792016804,0.180672273,0.235294119,0.05882353,0,0.316850901,0,0.316850901,0,0,0
BOSMSY,1,1,1,1,1,0,1.366999984,1.654996514,0.488609225,5,3.534680367,2.410481215,0,0,0.473693848,0.658896625,0.280672282,0.413554966,0.141432226,0.204347819,0.244737849,0.001360186,0.244737849,0,0,0
BOSOAK,1,0,1,0,0,0,2.693000078,2.791454077,0.112048075,1.5,4.513692379,4.301298618,0,0,0.530275106,0.430010378,0.50259006,0.308161616,0.05882353,0.328767121,0.000129459,0.028354853,0.000129459,0,0,0.001050086
BOSOKC,1,1,0,1,0,0,1.504999995,1.501050591,0.488609225,5.300000191,3.536902428,2.214374542,0,0,0.61630255,0.566722691,0.314005613,0.368627459,0.05882353,0.266666681,0.033616785,0,0.033616785,0,0,0.026659425
BOSOMA,1,0,1,1,1,0,1.281999946,1.45153594,0.488609225,3.599999905,3.750323534,1.853605509,0,0,0.635090411,0.405207545,0.4837026,0.492869854,0.105996951,0.212121218,0,0.062071897,0,0,0,0
BOSORD,1,1,1,1,0,0,0.866999984,1.441272974,0.155067578,2.450000048,3.885418653,6.383507729,0,0,0.602707744,0.542016804,0.491129816,0.405228764,0.05882353,0,0,0.169540673,0,0,0,0.007188632
BOSORF,1,0,0,1,0,0,0.467999995,1.933596134,0.228941053,4.550000191,3.516299963,2.650866985,0,0,0.456302524,0.626722693,0.22067228,0.526890755,0.05882353,0,2.373553514,1.636319876,2.373553514,0.034623887,0,0.12880075
BOSPBI,1,1,0,1,1,0,1.197000027,2.115541935,0.421313316,3.599999905,4.321376324,2.265362024,0,0,0.329473257,0.739649534,0.192867398,0.489085853,0.105298221,0.140243903,0.678025424,0.244707018,0.678025424,0.023362443,0.000822572,0.047384594
BOSPDX,1,1,1,1,1,0,2.536999941,2.797841787,0.488609225,3.049999952,3.744833708,2.958628416,0,0,0.520038843,0.597931504,0.515837133,0.427601814,0.131868139,0.17582418,0.023611583,0.071504526,0.023611583,0.001603033,0,0.025992075
BOSPHF,0,0,0,0,0,0,0.463999987,1.915231466,0.228941053,4.550000191,3.516299963,2.650866985,0,0,0.256302536,0.306722701,0.180672273,0.235294119,0.558823526,0,2.354490519,1.61453557,2.354490519,0.025631871,0,0.099726118
BOSPNS,0,1,0,1,0,0,1.215000033,1.66821003,0.218125761,4.050000191,3.342531204,1.361128926,0,0,0.256302536,0.725327373,0.180672273,0.471076787,0.05882353,0,0.365520507,0.001112397,0.365520507,0,0,0
BOSRDU,0,0,0,0,1,0,0.611999989,1.807921886,0.488609225,4.199999809,3.832958698,1.921902657,0,0,0.462824285,0.649114013,0.256759226,0.476890743,0.191724509,0.217391297,1.466291428,0.862127185,1.466291428,0.006637573,0,0.02016085
BOSRIC,1,0,0,1,0,0,0.474000007,1.866843343,0.488609225,4.400000095,3.721612453,2.218693018,0,0,0.411474943,0.651550293,0.232396409,0.623442471,0.05882353,0,2.173387289,1.45110929,2.173387289,0.007349457,0,0.032468773
BOSROC,1,0,0,0,0,0,0.342999995,1.904892087,0.488609225,3,3.634209871,2.144343138,0,0,0.452380955,0.385154068,0.357142866,0.589635849,0.109243698,0,3.052324295,2.526734829,3.052324295,0.299426198,0,0.884122372
BOSRSW,1,1,0,1,1,0,1.248999953,2.064965487,0.264955878,7.200000286,3.685360193,1.425933123,0,0,0.44304952,0.662144423,0.192720473,0.467854619,0.167257264,0,0.589563429,0.169106871,0.589563429,0.016313832,0.000794874,0.032446858
BOSSAN,1,1,1,1,1,0,2.588000059,2.608524799,0.488609225,4,3.824213982,3.558190584,0,0,0.566219926,0.587714434,0.407945007,0.392318904,0.091534138,0.19421488,0,0.00831729,0,0,0,0
BOSSAT,1,1,0,1,0,0,1.764000058,1.818217039,0.488609225,3,3.479762077,2.780692101,0,0,0.58807826,0.64317131,0.292821795,0.46524781,0.05882353,0.205607474,0.023324702,0.005089861,0.08005093,0.001221395,0,0.005235183
BOSSBA,1,0,0,0,0,0,2.66899991,2.715063572,0.488609225,2.400000095,3.762670279,1.332302809,0,0,0.529029846,0.306722701,0.453399539,0.235294119,0.05882353,0,0,0.015100678,0,0,0,0
BOSSDF,0,1,0,1,0,0,0.828999996,1.406656384,0.488609225,3.599999905,3.644718409,2.278594255,0,0,0.438734949,0.664830804,0.254996598,0.39580968,0.090960711,0.229729727,0.387063324,0.004865805,0.387063324,3.78433E-05,0,0.040111877
BOSSEA,1,1,1,1,1,0,2.496000051,2.805082083,0.488609225,2.450000048,4.017855644,3.702097654,0,0,0.52217555,0.596405268,0.434640527,0.485294104,0.103174604,0.150793657,0.03298334,0.084882885,0.03298334,0.007125854,0,0.035686102
BOSSFO,1,1,1,1,1,0,2.703999996,2.801176786,0.112048075,1.5,4.513692379,4.301298618,0,0,0.542016864,0.575630307,0.508403361,0.445378155,0.092436977,0,0,0.027914194,0,0,0,0.000868035
BOSSHV,0,1,0,0,0,0,1.422999978,1.510605812,0.488609225,4.599999905,3.402019501,1.291326165,0,0,0.597211599,0.715813637,0.180672273,0.235294119,0.05882353,0,0.122615211,0.008810337,0.122615211,0.00203196,0,0.007439426
BOSSJC,1,1,1,1,0,0,2.688999891,2.78032732,0.296376467,1.5,4.513692379,4.301298618,0,0,0.661707938,0.482398391,0.477969587,0.363672495,0.063933685,0.243243247,0,0.026532067,0,0,0,0.000176319
BOSSLC,1,1,1,1,1,0,2.105000019,2.231662989,0.488609225,4.5,3.580349207,2.088542938,0,0,0.509049773,0.713316083,0.438914061,0.339689732,0.092760183,0.219780222,0.001809772,0.04251074,0.001809772,0.000501155,0,0.003209434
BOSSMF,1,1,1,1,0,0,2.635999918,2.74762845,0.488609225,4.699999809,3.667932749,2.875808001,0,0,0.526572824,0.509425402,0.51175338,0.404213041,0.05882353,0.263513505,0.00124182,0.032139502,0.00124182,0,0,0.002328783
BOSSNA,1,1,1,1,0,0,2.592000008,2.623429775,0.30749619,4.050000191,3.734946012,7.455737114,0,0,0.617062032,0.452292323,0.471811533,0.336559951,0.05882353,0.056962024,0,0.01144202,0,0,0,0
BOSSRQ,0,1,0,1,0,0,1.220000029,1.988563776,0.363405675,4.949999809,3.977201462,1.637861252,0,0,0.256302536,0.775472701,0.180672273,0.466474086,0.05882353,0,0.569602787,0.139231503,0.569602787,0.012165007,0.000371514,0.024392551
BOSSTL,1,0,1,1,0,0,1.046000004,1.184254408,0.488609225,2.549999952,3.704201221,3.470657825,0,0,0.593909383,0.434927821,0.296056896,0.389140278,0.05882353,0.205128208,0.072095826,0.009836463,0.072095826,4.43468E-06,0,0.055168428
BOSTOL,0,0,0,1,0,0,0.660000026,1.577814817,0.488609225,1.899999976,3.521085501,1.709342003,0,0,0.448610246,0.575953484,0.180672273,0.504524887,0.328054309,0,0.631454766,0.410975039,0.631454766,0.003744692,0,0.180507779
BOSTPA,1,1,1,1,1,0,1.184999943,1.95578444,0.102310307,3.699999809,3.594699621,3.289889812,0,0,0.461026967,0.672864437,0.290908486,0.447363198,0.149374709,0.157480314,0.583728075,0.140496239,0.583728075,0.011244273,9.29177E-05,0.02290307
BOSTRI,0,0,0,0,0,0,0.731999993,1.601977587,0.488609225,3.75,3.241085052,0.897947133,0,0,0.256302536,0.756722689,0.23067227,0.235294119,0.05882353,0,0.835993052,0.3197712,0.835993052,0,0,0.001204027
BOSTUL,1,1,0,0,0,0,1.394000053,1.39041853,0.488609225,6.150000095,3.696202278,1.961020112,0,0,0.680544972,0.496116638,0.279157132,0.298510313,0.05882353,0.280303031,0.038967665,0,0.038967665,0,0,0.030680893
BOSTUS,1,1,1,1,0,0,2.289000034,2.289591789,0.488609225,3.800000191,3.368972301,1.953146577,0,0,0.560650349,0.487882137,0.318353415,0.373462439,0.05882353,0.130434781,0.003767168,0.00230979,0.003767168,0,0,0
BOSTYS,0,1,0,1,0,0,0.829999983,1.531612754,0.488609225,3.349999905,3.498815536,1.663606405,0,0,0.28194356,0.781081676,0.219133809,0.299396694,0.05882353,0,0.612555027,0.176222906,0.612555027,0,0,0.002543695
BTRBWI,0,1,0,1,0,0,1.014000058,1.29673779,0.297422618,5.400000095,3.385625362,1.869225621,0,0,0.23590225,0.741776347,0.160714284,0.328007519,0.044642858,0.232142851,0.410355598,0.009356738,0.410355598,0.020079724,0,0
BTRCAE,0,1,0,0,0,0,0.632000029,1.133092523,0.54727155,3.400000095,2.625857115,0.682363391,0,0,0.039473683,0.937270522,0,0.166462675,0,0,1.060265303,0.011066968,1.336955428,0.208177492,0.011066968,0.796634316
BTRCVG,0,1,0,0,0,0,0.693000019,0.869838476,0.54727155,3.550000191,2.819955826,1.199920177,0,0,0.077935219,0.947705805,0.083333336,0.182861,0,0,0.55071044,0,0.55071044,0.456180632,0.185348183,0.512904227
BTRDCA,0,1,0,1,0,0,0.985000014,1.27655983,0.234365851,5.400000095,3.385625362,1.869225621,0,0,0.247502878,0.719650388,0.124087594,0.296484828,0.032846715,0,0.442324698,0.009274989,0.442324698,0.019897461,0,0.057994429
BTRDEN,1,1,0,1,0,0,0.996999979,1.242074609,0.446166456,5.199999809,3.240628004,1.338350892,0,0,0.317642689,0.735174179,0.334507048,0.271682739,0.080985919,0,0.025896048,0.025896048,0,0.117251165,0,0.139988944
BTRDFW,1,1,0,0,0,0,0.382999986,0.981527865,0.114111654,4.100000381,2.978006363,1.949391484,0,1,0.412085146,0.785367072,0.143312097,0.271706343,0.092356689,0,0,0,3.208609819,0.246389523,0,0.309296995
BTRFLL,0,1,0,0,0,0,0.736999989,1.54598999,0.211625397,4.350000381,2.864322186,1.906452298,0,0,0.232456133,0.86403513,0.02631579,0.320175439,0.114035085,0.157894731,1.034703135,0.396997839,1.704953909,0.64982301,0,0.64026624
BTRGSO,0,1,0,0,0,0,0.753000021,1.140123248,0.47392413,3.050000191,2.679086447,0.680522501,0,0,0.088493288,0.862487078,0.029411765,0.343137264,0.137254909,0,0.830910087,0.0001121,0.858552098,0.004617922,0.0001121,0.655908942
BTRIAD,0,1,0,0,0,0,0.968999982,1.25407052,0.234365851,5.400000095,3.385625362,1.869225621,0,0,0.23280701,0.747192979,0.280000001,0.191578954,0.100000001,0,0.442240447,0.012221014,0.442240447,0.026741587,0.012221014,0.091382161
BTRJAX,0,1,0,0,0,0,0.56400001,1.251854777,0.54727155,3.150000095,2.734728575,0.903240085,0,0,0.20039323,0.874319434,0.011494253,0.240774363,0.109195404,0.155172408,1.302824378,0.273721457,1.970984101,0.78046,0,0.8931337
BTRLAX,0,1,0,1,0,0,1.608999968,2.045779467,0.183144793,4.550000191,2.870455742,2.986007214,0,0,0.353266776,0.757078052,0.268965513,0.324682415,0.044827588,0.168965518,0.002864442,0.002864442,0.153662845,0,0,0
BTRLGA,0,1,0,0,0,0,1.197999954,1.452680945,0.11014735,3.450000048,3.295529366,3.624494553,0,0,0.314063847,0.718723059,0.172131151,0.313416749,0.065573767,0,0.286463767,0.008474512,0.286463767,0,0,0
BTRMCI,0,1,0,1,0,0,0.637000024,0.71971029,0.54727155,3.700000048,2.874317884,1.150684357,0,0,0.33226648,0.735301077,0.180180177,0.31733048,0.058558557,0.220720723,0.323441863,0.323441863,0.902872443,0.407717347,0.001231818,0.001231818
BTRMCO,0,1,0,0,0,0,0.609000027,1.372689486,0.472719043,3.950000048,2.620654821,1.101182699,0,0,0.280852973,0.80535388,0.148275867,0.321234107,0.089655176,0.155172408,1.240095615,0.398378372,1.981793642,0.81198746,0,0.806231916
BTRMEM,0,0,0,1,0,0,0.319000006,0.713421881,0.54727155,4.75,2.752575397,0.929610848,0,0,0.171052635,0.736842096,0.046052631,0.467105269,0.131578952,0,1.549130678,1.441728473,3.080562592,1.261158347,1.314905047,1.314905047
BTRMIA,0,1,0,0,0,0,0.737999976,1.556999922,0.211625397,4.350000381,2.864322186,1.906452298,0,0,0.358057767,0.779110432,0.11061947,0.264322311,0.088495575,0,1.035043001,0.414336741,1.722187519,0.646187127,0,0.635984659
BTRORD,1,1,0,1,0,0,0.810000002,0.839996517,0.155067578,2.950000048,3.020928621,2.556581736,0,0,0.385878921,0.695820451,0.310457528,0.2620399,0.01633987,0,0.000588273,0.181571901,0.000588273,0.418880373,0.006203282,0.006203282
BTRORF,0,0,0,0,0,0,0.964999974,1.332319617,0.228941053,5.050000191,2.651809454,1.061666727,0,0,0.239473686,0.78052628,0.039999999,0.300000012,0,0,0.580877066,0,0.580877066,0,0,0.214266792
BTRRDU,0,1,0,0,0,0,0.805000007,1.20664525,0.498946786,4.699999809,2.968468666,0.769718051,0,0,0.245995417,0.8029176,0.076086953,0.282322645,0.141304344,0.217391297,0.790411353,0,0.808812261,0,0,0.574940562
BTRRIC,0,1,0,0,0,0,0.925999999,1.265566945,0.523546576,4.900000095,2.857122421,0.888582051,0,0,0.19464609,0.80535388,0.05172414,0.396551728,0,0,0.566856325,0.001800867,0.566856325,0.004204505,0.001800867,0.223411351
BTRSAN,0,0,0,0,0,0,1.537999988,2.007248402,0.54727155,4.5,2.959723711,1.425047994,0,0,0.349391043,0.741518021,0.227272734,0.280339301,0.053719006,0.19421488,0.007582805,0.007582805,0.201232985,0.000681308,0.007607727,0.000681308
BTRSAT,0,1,0,1,0,0,0.444000006,1.216940403,0.54727155,3.5,2.615272045,1.113661528,0,0,0.371249378,0.796974897,0.112149529,0.411952794,0.009345794,0.205607474,0.417770922,0.417770922,3.03249979,0,0.004026671,0.004026671
BTRSEA,0,1,0,0,0,0,2.022000074,2.203805447,0.54727155,2.950000048,3.153365374,1.482682467,0,0,0.305346698,0.750208855,0.253968269,0.342105269,0.103174604,0.150793657,0.008320281,0.008320281,0,0.050256625,0,0.049732123
BTRSFO,0,1,0,0,0,0,1.847000003,2.199900389,0.112048075,2,3.649202347,1.722661257,0,0,0.325187981,0.729433894,0.327731103,0.302189291,0.054621849,0,0,0,0.061363697,0,0,0
BTRSLC,0,1,0,0,0,0,1.363000035,1.63038671,0.54727155,5,2.715858936,0.836457253,0,0,0.29222095,0.86711973,0.258241773,0.203007519,0.054945055,0.219780222,0.004107044,0.004107044,0.016478507,0.060701992,0.004240309,0.075480826
BTRSTL,0,0,0,0,0,0,0.568000019,0.582977951,0.54727155,3.050000191,2.839710951,1.389991403,0,0,0.37708053,0.588731468,0.115384616,0.245951414,0.004273504,0.205128208,0.642032564,0.639056146,0.880520701,0.621024549,0.539362311,0.539362311
BTRTPA,0,1,0,0,0,0,0.549000025,1.354507923,0.102310307,4.199999809,2.730209589,1.317594171,0,0,0.244198099,0.826668024,0.11023622,0.296933293,0.090551183,0.157480314,1.385072231,0.557290912,2.321386337,0.89063412,0,0.881907761
BUFBWI,0,0,0,0,0,1,0.280999988,1.532556534,0.297422618,4.050000191,3.510346413,2.392729282,0,0,0.389976948,0.48286289,0.281682014,0.567252338,0.072580643,0.393433154,2.883790731,1.982317567,2.883790731,0.309509724,0.159027755,0.00090521
BUFCHS,0,0,0,0,0,0,0.69599998,1.458589911,0.551975608,2.950000048,2.696315527,0.803985476,0,0,0.20161289,0.645161271,0.120967738,0.669354856,0.072580643,0.161290318,0.769822419,0.302479714,0.769822419,0.020560341,0.01354963,0.082623184
BUFCMH,0,0,0,1,0,0,0.296000004,1.213456869,0.551975608,2.549999952,2.9585886,1.381639481,0,0,0.426106513,0.469054759,0.248874724,0.569017291,0.086834207,0.335708916,1.592657089,0.773834646,1.592657089,0.023976093,1.08506918,1.082090616
BUFCVG,0,1,0,0,0,0,0.409999996,1.10565722,0.551975608,2.200000048,2.944676876,1.53597486,0,0,0.232009917,0.688792408,0.204301074,0.331679076,0.072580643,0.161290318,0.794846237,0,0.794846237,0.004664872,0.721453726,0.730964482
BUFDAB,0,1,0,0,0,0,0.957000017,1.579440355,0.543863595,3.549999952,2.60012126,0.72500807,0,0,0.193548381,0.70161289,0.120967738,0.330645174,0.072580643,0.161290318,0.498930186,0.12676166,0.498930186,0.006053514,0.011918884,0.060498532
BUFDAL,0,0,0,0,0,0,1.20599997,1.212626338,0.114111654,2.75,3.102726936,2.495346546,1,1,0.236405522,0.230184332,0.120967738,0.330645174,0.072580643,0.575576067,0.013130757,0.005653293,0.052668277,0,0.012913946,0.044570949
BUFDCA,0,0,0,1,0,0,0.296000004,1.512378573,0.234365851,4.050000191,3.510346413,2.392729282,0,0,0.401577592,0.46073699,0.245055333,0.524075866,0.072580643,0.161290318,2.655184031,1.76845324,2.655184031,0.317813158,0,0.050733514
BUFDEN,1,0,1,1,1,0,1.358999968,1.477893353,0.446166456,3.849999905,3.365348816,1.713175297,0,0,0.471717387,0.476260781,0.455474794,0.471490264,0.099727392,0.161290318,0,0.085315019,0,0,0,0
BUFDFW,1,1,1,1,1,0,1.212000012,1.217346668,0.114111654,2.75,3.102726936,2.495346546,0,1,0.566159844,0.526453674,0.264279842,0.423001856,0.164937332,0.161290318,0,0,0.050447371,0,0,0.042558022
BUFFLL,0,1,0,1,1,1,1.166000009,1.781808853,0.211625397,3,2.989042759,2.440381527,0,0,0.386530817,0.605121672,0.147283524,0.563101292,0.186615735,0.319185048,0.419207245,0.109445773,0.419207245,0.011300612,0.00106911,0.036075547
BUFGSO,0,0,0,1,0,0,0.476999998,1.375941992,0.47392413,1.700000048,2.803807497,0.871112645,0,0,0.242567986,0.60357368,0.150379509,0.673782468,0.209835559,0.161290318,1.223761797,0.54913789,1.223761797,0.027625766,0.140877977,0.172517344
BUFHOU,0,1,0,0,1,1,1.297000051,1.356487155,0.236466587,4.050000191,3.162284613,2.374744415,0,0,0.347869366,0.39297092,0.120967738,0.330645174,0.220728785,0.457586616,0.092560545,0,0.092560545,0.000214305,0,0
BUFIND,0,0,0,1,0,0,0.451000005,1.037361026,0.441090435,2.5,3.011998177,1.345371842,0,0,0.432678819,0.402699858,0.311185122,0.542601705,0.078366056,0.340638161,0.438266248,0.125649199,0.438266248,0.000116792,0.392440349,0.392863542
BUFJAX,0,1,0,1,0,1,0.874000013,1.48767364,0.551975608,1.799999952,2.859449387,1.156205416,0,0,0.354467928,0.615406036,0.132461995,0.543288827,0.181776047,0.316462725,0.529610455,0.12403363,0.529610455,0.001971561,0.001394102,0.081146032
BUFJFK,1,0,0,0,1,0,0.300999999,1.692580342,0.11014735,2.099999905,3.420250416,4.639586449,0,0,0.58570528,0.476122737,0.219006956,0.330645174,0.183902591,0.161290318,3.018054247,2.311969757,3.018054247,0.004014532,0.003464303,0.544112802
BUFLAX,1,1,1,1,1,1,2.217000008,2.281598091,0.183144793,3.200000048,2.995176792,3.822281837,0,0,0.507341504,0.498164654,0.389933258,0.482369304,0.092102334,0.330255836,0,0.039170641,0,0,0,0
BUFLGA,0,0,0,1,0,0,0.291999996,1.688499689,0.11014735,2.099999905,3.420250416,4.639586449,0,0,0.468138546,0.459809601,0.293098897,0.551956654,0.138154417,0.161290318,3.117904902,2.40099597,3.117904902,0.019454643,0,0.595768631
